shipment_id,order_id,carrier,product_id,product_name,quantity,price_per_unit,total_amount,shipment_date
10254,11445,Байкал Сервис,1004,Воздушный фильтр,9,296.41,2667.73,2025-12-10
10255,11446,ПЭК,1012,Стартер,11,323.0,3552.98,2025-06-15
10256,11447,СДЭК,1018,Щётки стеклоочистителя,15,222.57,3338.61,2025-01-22
10257,11448,Байкал Сервис,1017,Тормозная жидкость DOT-4,18,285.38,5136.79,2025-11-07
10258,11449,ПЭК,1002,Тормозные колодки задние,6,271.89,1631.33,2025-11-25
10259,11450,СДЭК,1007,Амортизатор задний,14,292.66,4097.17,2025-04-18
10260,11451,Байкал Сервис,1014,Аккумулятор 75Ah,5,274.95,1374.75,2025-07-29
10261,11452,ПЭК,1020,Лампы H7,20,270.37,5407.46,2025-11-05
10262,11453,Почта России,1001,Тормозные колодки передние,18,162.2,2919.57,2025-08-28
10263,11454,Деловые линии,1014,Аккумулятор 75Ah,14,348.73,4882.2,2025-12-23
10264,11455,ПЭК,1010,Радиатор охлаждения,12,287.02,3444.23,2025-09-16
10265,11457,ПЭК,1003,Масляный фильтр,4,320.26,1281.05,2025-12-17
10266,11458,Почта России,1014,Аккумулятор 75Ah,19,150.36,2856.91,2025-09-13
10267,11459,Почта России,1017,Тормозная жидкость DOT-4,17,207.59,3529.02,2025-12-02
10268,11460,Байкал Сервис,1015,Моторное масло 5W-40,8,311.78,2494.27,2025-04-05
10269,11461,Деловые линии,1005,Свечи зажигания,2,374.29,748.58,2025-01-08
10270,11462,Почта России,1017,Тормозная жидкость DOT-4,16,191.14,3058.16,2025-12-21
10271,11463,Почта России,1007,Амортизатор задний,18,214.37,3858.73,2025-03-29
10272,11464,ПЭК,1017,Тормозная жидкость DOT-4,2,332.28,664.56,2025-12-01
10273,11465,Почта России,1014,Аккумулятор 75Ah,9,214.69,1932.17,2025-03-01
10274,11466,ПЭК,1019,Лампы H4,17,284.33,4833.59,2025-07-13
10275,11467,Байкал Сервис,1012,Стартер,4,243.58,974.33,2025-10-05
10276,11468,Деловые линии,1012,Стартер,5,263.53,1317.66,2025-08-07
10277,11469,ПЭК,1001,Тормозные колодки передние,10,284.06,2840.61,2025-03-13
10278,11470,Байкал Сервис,1003,Масляный фильтр,16,260.86,4173.74,2025-01-08
10279,11471,СДЭК,1011,Генератор,18,234.85,4227.28,2025-08-15
10280,11472,Почта России,1012,Стартер,16,196.81,3149.02,2025-09-01
10281,11473,Почта России,1019,Лампы H4,12,152.51,1830.08,2025-11-19
10282,11474,ПЭК,1010,Радиатор охлаждения,2,234.24,468.49,2025-11-20
10283,11475,Деловые линии,1008,Ремень ГРМ,14,298.36,4176.97,2025-03-11
10284,11476,Деловые линии,1008,Ремень ГРМ,12,301.79,3621.51,2025-06-17
10285,11477,Байкал Сервис,1004,Воздушный фильтр,7,265.65,1859.55,2025-08-02
10286,11478,ПЭК,1010,Радиатор охлаждения,12,260.68,3128.19,2025-10-01
10287,11479,СДЭК,1012,Стартер,8,275.48,2203.81,2025-10-22
10288,11481,ПЭК,1008,Ремень ГРМ,4,285.0,1139.99,2025-05-13
10289,11482,ПЭК,1016,Антифриз G12,1,278.18,278.18,2025-04-11
10290,11483,Байкал Сервис,1013,Аккумулятор 60Ah,13,246.44,3203.78,2025-06-28
10291,11484,Деловые линии,1019,Лампы H4,6,279.54,1677.21,2025-02-03
10292,11485,Байкал Сервис,1015,Моторное масло 5W-40,10,229.7,2297.03,2025-07-16
10293,11486,Деловые линии,1020,Лампы H7,20,301.53,6030.65,2025-03-09
10294,11487,Байкал Сервис,1004,Воздушный фильтр,4,265.37,1061.46,2025-10-16
10295,11488,Почта России,1009,Помпа водяная,18,149.82,2696.75,2025-12-19
10296,11489,ПЭК,1003,Масляный фильтр,17,311.76,5299.88,2025-05-13
10297,11490,Деловые линии,1009,Помпа водяная,9,263.09,2367.78,2025-07-27
10298,11491,ПЭК,1012,Стартер,3,284.76,854.28,2025-06-23
10299,11492,СДЭК,1001,Тормозные колодки передние,18,296.85,5343.37,2025-02-10
10300,11494,Деловые линии,1020,Лампы H7,13,303.36,3943.72,2025-11-05
10301,11496,ПЭК,1014,Аккумулятор 75Ah,10,244.32,2443.22,2025-06-25
10302,11498,СДЭК,1009,Помпа водяная,3,292.99,878.97,2025-08-15
10303,11499,Почта России,1007,Амортизатор задний,12,191.43,2297.13,2025-02-09
10304,11500,Почта России,1004,Воздушный фильтр,13,214.13,2783.71,2025-07-08
10305,11501,СДЭК,1015,Моторное масло 5W-40,13,226.68,2946.89,2025-07-30
10306,11502,СДЭК,1010,Радиатор охлаждения,6,210.69,1264.12,2025-03-14
10307,11503,СДЭК,1019,Лампы H4,10,265.07,2650.72,2025-11-17
10308,11504,ПЭК,1001,Тормозные колодки передние,9,260.02,2340.21,2025-07-19
10309,11506,Почта России,1014,Аккумулятор 75Ah,11,190.88,2099.69,2025-06-29
10310,11507,Деловые линии,1008,Ремень ГРМ,10,374.54,3745.35,2025-12-11
10311,11508,ПЭК,1001,Тормозные колодки передние,6,245.58,1473.46,2025-07-22
10312,11509,Почта России,1011,Генератор,16,182.4,2918.42,2025-09-17
10313,11510,Деловые линии,1004,Воздушный фильтр,1,318.74,318.74,2025-10-21
10314,11511,Деловые линии,1010,Радиатор охлаждения,9,370.51,3334.55,2025-05-05
10315,11512,СДЭК,1017,Тормозная жидкость DOT-4,1,245.47,245.47,2025-07-26
10316,11513,ПЭК,1011,Генератор,14,242.98,3401.74,2025-02-10
10317,11514,СДЭК,1017,Тормозная жидкость DOT-4,16,299.5,4792.07,2025-04-28
10318,11515,ПЭК,1013,Аккумулятор 60Ah,1,247.59,247.59,2025-02-27
10319,11516,ПЭК,1016,Антифриз G12,13,328.72,4273.33,2025-09-14
10320,11517,Почта России,1002,Тормозные колодки задние,1,205.73,205.73,2025-04-25
10321,11518,Почта России,1004,Воздушный фильтр,7,166.4,1164.83,2025-06-01
10322,11519,Деловые линии,1004,Воздушный фильтр,13,276.08,3589.06,2025-10-04
10323,11520,Байкал Сервис,1014,Аккумулятор 75Ah,12,262.53,3150.33,2025-06-23
10324,11521,ПЭК,1008,Ремень ГРМ,16,238.89,3822.32,2025-06-07
10325,11522,ПЭК,1001,Тормозные колодки передние,20,329.73,6594.5,2025-12-30
10326,11523,Деловые линии,1005,Свечи зажигания,7,304.02,2128.11,2025-11-27
10327,11524,Байкал Сервис,1010,Радиатор охлаждения,17,269.93,4588.86,2025-07-11
10328,11525,СДЭК,1007,Амортизатор задний,9,237.04,2133.34,2025-06-03
10329,11526,СДЭК,1003,Масляный фильтр,14,229.78,3216.86,2025-09-15
10330,11527,Байкал Сервис,1018,Щётки стеклоочистителя,8,304.25,2433.98,2025-01-15
10331,11528,ПЭК,1004,Воздушный фильтр,15,236.68,3550.16,2025-06-13
10332,11529,Почта России,1007,Амортизатор задний,7,144.58,1012.08,2025-11-30
10333,11530,Деловые линии,1006,Амортизатор передний,4,292.44,1169.76,2025-12-21
10334,11531,Почта России,1020,Лампы H7,13,163.35,2123.52,2025-06-06
10335,11532,ПЭК,1001,Тормозные колодки передние,11,289.95,3189.49,2025-01-20
10336,11533,Почта России,1014,Аккумулятор 75Ah,5,193.19,965.95,2025-06-15
10337,11534,Деловые линии,1014,Аккумулятор 75Ah,16,368.66,5898.6,2025-12-17
10338,11535,ПЭК,1014,Аккумулятор 75Ah,18,282.87,5091.66,2025-11-04
10339,11536,Байкал Сервис,1003,Масляный фильтр,9,257.71,2319.36,2025-07-06
10340,11537,СДЭК,1006,Амортизатор передний,8,279.34,2234.69,2025-05-14
10341,11538,СДЭК,1008,Ремень ГРМ,11,266.74,2934.19,2025-01-24
10342,11539,Почта России,1006,Амортизатор передний,15,184.63,2769.4,2025-08-18
10343,11540,ПЭК,1001,Тормозные колодки передние,6,321.76,1930.54,2025-02-17
10344,11542,СДЭК,1014,Аккумулятор 75Ah,8,290.0,2320.03,2025-08-01
10345,11543,Байкал Сервис,1017,Тормозная жидкость DOT-4,6,295.68,1774.05,2025-01-07
10346,11544,Деловые линии,1019,Лампы H4,15,276.36,4145.42,2025-08-22
10347,11545,ПЭК,1016,Антифриз G12,6,257.24,1543.42,2025-10-05
10348,11546,ПЭК,1016,Антифриз G12,16,334.74,5355.83,2025-01-11
10349,11547,Байкал Сервис,1020,Лампы H7,14,304.1,4257.43,2025-07-08
10350,11548,СДЭК,1012,Стартер,15,229.09,3436.36,2025-04-20
10351,11549,СДЭК,1018,Щётки стеклоочистителя,7,262.37,1836.56,2025-06-30
10352,11550,ПЭК,1017,Тормозная жидкость DOT-4,1,255.78,255.78,2025-02-10
10353,11551,Байкал Сервис,1020,Лампы H7,16,239.76,3836.2,2025-06-19
10354,11552,Почта России,1019,Лампы H4,6,154.04,924.24,2025-11-26
10355,11554,Почта России,1017,Тормозная жидкость DOT-4,16,150.87,2413.87,2025-07-23
10356,11555,Байкал Сервис,1001,Тормозные колодки передние,17,220.73,3752.4,2025-06-25
10357,11556,Почта России,1004,Воздушный фильтр,1,186.04,186.04,2025-02-08
10358,11557,ПЭК,1004,Воздушный фильтр,6,285.76,1714.54,2025-02-06
10359,11558,ПЭК,1006,Амортизатор передний,19,272.7,5181.24,2025-05-19
10360,11559,Деловые линии,1005,Свечи зажигания,1,370.96,370.96,2025-04-17
10361,11560,Почта России,1014,Аккумулятор 75Ah,11,195.18,2146.94,2025-03-17
10362,11561,СДЭК,1009,Помпа водяная,19,231.99,4407.88,2025-10-26
10363,11562,Деловые линии,1002,Тормозные колодки задние,2,306.62,613.23,2025-07-03
10364,11564,Байкал Сервис,1007,Амортизатор задний,2,305.4,610.79,2025-12-10
10365,11565,Байкал Сервис,1020,Лампы H7,14,316.17,4426.4,2025-09-14
10366,11566,ПЭК,1003,Масляный фильтр,7,334.34,2340.39,2025-06-11
10367,11567,Деловые линии,1005,Свечи зажигания,18,352.5,6345.07,2025-12-01
10368,11568,Байкал Сервис,1019,Лампы H4,13,285.56,3712.28,2025-12-04
10369,11569,Деловые линии,1016,Антифриз G12,1,350.29,350.29,2025-08-14
10370,11570,ПЭК,1014,Аккумулятор 75Ah,18,247.18,4449.15,2025-12-06
10371,11571,Деловые линии,1002,Тормозные колодки задние,7,274.74,1923.17,2025-08-25
10372,11572,ПЭК,1005,Свечи зажигания,4,310.04,1240.16,2025-03-27
10373,11573,СДЭК,1003,Масляный фильтр,10,289.8,2898.03,2025-07-18
10374,11574,Байкал Сервис,1004,Воздушный фильтр,7,217.72,1524.01,2025-12-14
10375,11575,СДЭК,1016,Антифриз G12,2,242.26,484.52,2025-03-05
10376,11577,Байкал Сервис,1016,Антифриз G12,2,315.04,630.08,2025-06-08
10377,11578,Почта России,1006,Амортизатор передний,18,186.12,3350.22,2025-05-29
10378,11579,Деловые линии,1004,Воздушный фильтр,6,351.14,2106.84,2025-01-19
10379,11580,ПЭК,1019,Лампы H4,12,327.36,3928.35,2025-08-13
10380,11581,ПЭК,1007,Амортизатор задний,9,305.43,2748.89,2025-06-30
10381,11582,СДЭК,1008,Ремень ГРМ,9,298.85,2689.62,2025-03-01
10382,11583,Почта России,1016,Антифриз G12,19,157.98,3001.64,2025-10-25
10383,11584,ПЭК,1014,Аккумулятор 75Ah,10,269.3,2692.95,2025-03-07
10384,11585,СДЭК,1018,Щётки стеклоочистителя,15,219.04,3285.66,2025-11-13
10385,11586,Деловые линии,1009,Помпа водяная,6,326.4,1958.38,2025-03-19
10386,11587,СДЭК,1016,Антифриз G12,5,275.11,1375.55,2025-04-14
10387,11588,СДЭК,1020,Лампы H7,13,260.05,3380.59,2025-08-28
10388,11589,Байкал Сервис,1007,Амортизатор задний,13,237.31,3085.04,2025-06-07
10389,11590,СДЭК,1011,Генератор,2,205.09,410.18,2025-09-19
10390,11591,Почта России,1011,Генератор,1,170.59,170.59,2025-10-16
10391,11592,Почта России,1014,Аккумулятор 75Ah,9,177.28,1595.55,2025-01-26
10392,11593,СДЭК,1020,Лампы H7,4,256.61,1026.46,2025-10-03
10393,11594,СДЭК,1002,Тормозные колодки задние,8,240.74,1925.95,2025-03-09
10394,11595,Почта России,1002,Тормозные колодки задние,5,198.73,993.63,2025-04-26
10395,11596,Почта России,1004,Воздушный фильтр,6,201.92,1211.52,2025-08-08
10396,11597,ПЭК,1019,Лампы H4,17,236.13,4014.21,2025-09-24
10397,11598,Байкал Сервис,1008,Ремень ГРМ,6,302.08,1812.45,2025-08-18
10398,11600,Байкал Сервис,1005,Свечи зажигания,19,227.24,4317.6,2025-12-29
10399,11601,Байкал Сервис,1009,Помпа водяная,19,296.52,5633.81,2025-02-15
10400,11602,СДЭК,1019,Лампы H4,19,286.25,5438.69,2025-07-10
10401,11603,Байкал Сервис,1006,Амортизатор передний,18,245.55,4419.99,2025-01-10
10402,11604,Байкал Сервис,1014,Аккумулятор 75Ah,3,223.25,669.76,2025-10-06
10403,11605,Почта России,1007,Амортизатор задний,16,186.29,2980.6,2025-09-01
10404,11606,СДЭК,1012,Стартер,11,238.11,2619.17,2025-11-26
10405,11607,Почта России,1018,Щётки стеклоочистителя,13,178.05,2314.62,2025-05-03
10406,11608,Деловые линии,1012,Стартер,11,321.97,3541.63,2025-02-17
10407,11609,Почта России,1010,Радиатор охлаждения,7,210.0,1470.02,2025-07-05
10408,11610,Деловые линии,1002,Тормозные колодки задние,1,260.6,260.6,2025-06-17
10409,11611,СДЭК,1004,Воздушный фильтр,11,285.25,3137.72,2025-08-27
10410,11612,Байкал Сервис,1002,Тормозные колодки задние,6,277.6,1665.59,2025-03-18
10411,11613,СДЭК,1008,Ремень ГРМ,11,249.29,2742.24,2025-11-12
10412,11614,Деловые линии,1015,Моторное масло 5W-40,6,365.97,2195.8,2025-07-09
10413,11615,ПЭК,1013,Аккумулятор 60Ah,2,340.09,680.19,2025-07-04
10414,11616,Почта России,1011,Генератор,11,214.32,2357.49,2025-11-03
10415,11618,СДЭК,1009,Помпа водяная,17,235.08,3996.44,2025-11-22
10416,11619,Почта России,1014,Аккумулятор 75Ah,11,173.93,1913.28,2025-09-14
10417,11620,Байкал Сервис,1014,Аккумулятор 75Ah,15,287.14,4307.09,2025-04-30
10418,11621,Почта России,1008,Ремень ГРМ,17,203.02,3451.38,2025-01-17
10419,11622,Почта России,1020,Лампы H7,8,157.75,1261.99,2025-08-09
10420,11623,ПЭК,1011,Генератор,5,284.15,1420.77,2025-08-21
10421,11624,Байкал Сервис,1011,Генератор,18,301.57,5428.32,2025-06-06
10422,11625,Деловые линии,1018,Щётки стеклоочистителя,16,360.57,5769.05,2025-01-23
10423,11626,Почта России,1017,Тормозная жидкость DOT-4,19,151.82,2884.62,2025-09-06
10424,11627,Почта России,1005,Свечи зажигания,15,213.61,3204.11,2025-09-19
10425,11628,Почта России,1015,Моторное масло 5W-40,4,173.82,695.28,2025-12-13
10426,11629,ПЭК,1007,Амортизатор задний,9,261.88,2356.92,2025-11-08
10427,11630,Деловые линии,1006,Амортизатор передний,1,290.1,290.1,2025-07-12
10428,11631,ПЭК,1006,Амортизатор передний,14,240.6,3368.37,2025-01-08
10429,11632,СДЭК,1012,Стартер,9,205.67,1851.02,2025-06-23
10430,11633,Байкал Сервис,1011,Генератор,6,239.08,1434.46,2025-10-31
10431,11634,Байкал Сервис,1018,Щётки стеклоочистителя,15,246.21,3693.17,2025-04-30
10432,11635,Деловые линии,1005,Свечи зажигания,7,363.46,2544.22,2025-02-27
10433,11636,ПЭК,1011,Генератор,19,328.14,6234.68,2025-05-25
10434,11637,Деловые линии,1016,Антифриз G12,4,340.1,1360.39,2025-08-20
10435,11638,ПЭК,1015,Моторное масло 5W-40,6,240.58,1443.51,2025-06-02
10436,11639,СДЭК,1007,Амортизатор задний,3,279.73,839.19,2025-03-06
10437,11640,Байкал Сервис,1014,Аккумулятор 75Ah,15,319.98,4799.71,2025-02-26
10438,11641,СДЭК,1007,Амортизатор задний,15,236.48,3547.27,2025-09-29
10439,11643,Почта России,1010,Радиатор охлаждения,2,196.62,393.23,2025-09-03
10440,11644,Байкал Сервис,1004,Воздушный фильтр,18,234.86,4227.41,2025-01-06
10441,11645,Почта России,1016,Антифриз G12,5,182.37,911.86,2025-08-14
10442,11646,Деловые линии,1011,Генератор,11,379.32,4172.54,2025-05-19
10443,11647,СДЭК,1011,Генератор,20,223.64,4472.73,2025-07-24
10444,11648,СДЭК,1011,Генератор,8,264.93,2119.43,2025-01-10
10445,11649,ПЭК,1011,Генератор,14,293.04,4102.5,2025-08-13
10446,11650,СДЭК,1004,Воздушный фильтр,5,210.59,1052.94,2025-01-26
10447,11651,ПЭК,1018,Щётки стеклоочистителя,14,344.41,4821.76,2025-05-15
10448,11652,СДЭК,1001,Тормозные колодки передние,1,261.41,261.41,2025-01-23
10449,11653,Почта России,1004,Воздушный фильтр,14,144.12,2017.64,2025-06-08
10450,11654,ПЭК,1017,Тормозная жидкость DOT-4,1,321.64,321.64,2025-05-13
10451,11655,Деловые линии,1017,Тормозная жидкость DOT-4,17,332.21,5647.62,2025-08-23
10452,11656,СДЭК,1017,Тормозная жидкость DOT-4,6,200.87,1205.24,2025-11-03
10453,11657,ПЭК,1006,Амортизатор передний,11,331.27,3644.01,2025-07-18
10454,11658,Байкал Сервис,1012,Стартер,20,286.24,5724.7,2025-01-02
10455,11659,Почта России,1017,Тормозная жидкость DOT-4,11,208.46,2293.1,2025-08-05
10456,11660,Деловые линии,1010,Радиатор охлаждения,19,379.16,7204.01,2025-01-10
10457,11661,ПЭК,1020,Лампы H7,9,268.47,2416.25,2025-11-10
10458,11662,ПЭК,1006,Амортизатор передний,8,304.98,2439.81,2025-08-28
10459,11663,Почта России,1017,Тормозная жидкость DOT-4,11,205.98,2265.73,2025-12-23
10460,11664,ПЭК,1020,Лампы H7,15,304.42,4566.23,2025-10-25
10461,11665,Деловые линии,1014,Аккумулятор 75Ah,9,299.31,2693.8,2025-02-17
10462,11666,Деловые линии,1004,Воздушный фильтр,2,293.85,587.71,2025-12-09
10463,11667,Деловые линии,1014,Аккумулятор 75Ah,4,256.53,1026.12,2025-05-18
10464,11668,СДЭК,1010,Радиатор охлаждения,14,246.79,3455.08,2025-07-17
10465,11669,Деловые линии,1016,Антифриз G12,15,336.18,5042.67,2025-08-16
10466,11670,СДЭК,1002,Тормозные колодки задние,10,220.48,2204.8,2025-06-15
10467,11672,ПЭК,1006,Амортизатор передний,16,320.39,5126.21,2025-01-31
10468,11673,ПЭК,1001,Тормозные колодки передние,3,317.32,951.96,2025-10-07
10469,11674,Почта России,1013,Аккумулятор 60Ah,13,150.15,1951.99,2025-05-17
10470,11675,Почта России,1020,Лампы H7,7,214.98,1504.87,2025-11-21
10471,11676,СДЭК,1005,Свечи зажигания,5,280.1,1400.52,2025-08-29
10472,11678,СДЭК,1005,Свечи зажигания,17,244.63,4158.79,2025-02-05
10473,11679,Байкал Сервис,1012,Стартер,1,240.47,240.47,2025-01-09
10474,11680,ПЭК,1009,Помпа водяная,18,255.12,4592.16,2025-06-18
10475,11681,ПЭК,1007,Амортизатор задний,1,267.01,267.01,2025-05-14
10476,11682,ПЭК,1004,Воздушный фильтр,14,262.49,3674.82,2025-12-03
10477,11683,Байкал Сервис,1010,Радиатор охлаждения,17,264.29,4492.92,2025-08-12
10478,11684,СДЭК,1017,Тормозная жидкость DOT-4,3,295.27,885.81,2025-11-02
10479,11685,ПЭК,1006,Амортизатор передний,5,257.17,1285.86,2025-08-12
10480,11686,ПЭК,1008,Ремень ГРМ,9,258.24,2324.15,2025-02-17
10481,11688,Байкал Сервис,1020,Лампы H7,6,243.09,1458.53,2025-11-12
10482,11689,Деловые линии,1006,Амортизатор передний,3,317.33,951.98,2025-09-28
10483,11690,ПЭК,1019,Лампы H4,2,262.92,525.85,2025-08-19
10484,11692,Деловые линии,1013,Аккумулятор 60Ah,13,375.16,4877.08,2025-08-02
10485,11693,ПЭК,1006,Амортизатор передний,10,258.04,2580.37,2025-05-16
10486,11694,Почта России,1011,Генератор,16,151.58,2425.24,2025-08-19
10487,11695,Деловые линии,1005,Свечи зажигания,8,262.42,2099.32,2025-09-08
10488,11696,СДЭК,1003,Масляный фильтр,9,294.73,2652.59,2025-08-25
10489,11697,Почта России,1014,Аккумулятор 75Ah,18,144.17,2595.05,2025-05-20
10490,11698,СДЭК,1011,Генератор,12,242.76,2913.1,2025-08-24
10491,11699,Почта России,1001,Тормозные колодки передние,10,161.21,1612.09,2025-11-11
10492,11700,Деловые линии,1012,Стартер,10,350.88,3508.78,2025-09-20
10493,11701,Деловые линии,1014,Аккумулятор 75Ah,12,371.68,4460.14,2025-04-21
10494,11702,Деловые линии,1003,Масляный фильтр,18,315.71,5682.8,2025-06-27
10495,11703,ПЭК,1015,Моторное масло 5W-40,11,240.23,2642.57,2025-07-14
10496,11704,Байкал Сервис,1019,Лампы H4,7,276.66,1936.62,2025-01-06
10497,11705,ПЭК,1011,Генератор,17,296.11,5033.85,2025-02-01
10498,11706,Байкал Сервис,1004,Воздушный фильтр,19,289.33,5497.29,2025-04-09
10499,11707,СДЭК,1014,Аккумулятор 75Ah,20,269.62,5392.49,2025-11-27
10500,11708,Почта России,1010,Радиатор охлаждения,18,169.43,3049.81,2025-04-28
10501,11709,ПЭК,1019,Лампы H4,12,278.97,3347.69,2025-04-19
10502,11710,Байкал Сервис,1019,Лампы H4,11,304.31,3347.43,2025-02-01
10503,11711,ПЭК,1019,Лампы H4,19,264.12,5018.33,2025-08-29
10504,11712,Байкал Сервис,1006,Амортизатор передний,2,310.91,621.83,2025-04-21
10505,11713,Деловые линии,1015,Моторное масло 5W-40,9,338.26,3044.31,2025-09-10
10506,11714,СДЭК,1002,Тормозные колодки задние,4,235.29,941.15,2025-07-24
10507,11716,Деловые линии,1003,Масляный фильтр,1,330.67,330.67,2025-12-11
10508,11717,ПЭК,1006,Амортизатор передний,17,307.7,5230.98,2025-08-14
10509,11718,Байкал Сервис,1012,Стартер,10,228.05,2280.51,2025-09-16
10510,11719,Деловые линии,1014,Аккумулятор 75Ah,16,376.84,6029.41,2025-09-26
10511,11720,Деловые линии,1007,Амортизатор задний,3,371.78,1115.35,2025-08-16
10512,11721,Деловые линии,1006,Амортизатор передний,14,256.68,3593.46,2025-11-04
10513,11722,ПЭК,1009,Помпа водяная,1,257.09,257.09,2025-04-21
10514,11723,Байкал Сервис,1017,Тормозная жидкость DOT-4,8,307.17,2457.32,2025-11-18
10515,11724,Почта России,1012,Стартер,6,145.07,870.44,2025-03-20
10516,11725,Байкал Сервис,1004,Воздушный фильтр,10,304.8,3047.96,2025-01-17
10517,11726,Почта России,1005,Свечи зажигания,12,194.57,2334.83,2025-05-28
10518,11727,Деловые линии,1014,Аккумулятор 75Ah,5,371.58,1857.92,2025-11-10
10519,11728,Байкал Сервис,1020,Лампы H7,2,304.43,608.85,2025-12-18
10520,11729,СДЭК,1011,Генератор,16,291.44,4662.97,2025-01-12
10521,11731,Деловые линии,1016,Антифриз G12,10,345.81,3458.13,2025-02-23
10522,11732,ПЭК,1007,Амортизатор задний,15,333.41,5001.08,2025-03-06
10523,11733,Почта России,1004,Воздушный фильтр,8,168.29,1346.29,2025-08-10
10524,11734,ПЭК,1013,Аккумулятор 60Ah,12,338.28,4059.37,2025-09-01
10525,11735,Деловые линии,1016,Антифриз G12,19,338.1,6423.91,2025-08-18
10526,11736,ПЭК,1011,Генератор,2,236.16,472.33,2025-02-08
10527,11737,Почта России,1015,Моторное масло 5W-40,18,204.82,3686.83,2025-03-23
10528,11738,СДЭК,1006,Амортизатор передний,20,295.44,5908.71,2025-11-25
10529,11739,Деловые линии,1007,Амортизатор задний,15,285.14,4277.05,2025-11-08
10530,11740,Почта России,1015,Моторное масло 5W-40,15,159.33,2389.88,2025-04-18
10531,11741,Деловые линии,1019,Лампы H4,10,328.43,3284.26,2025-01-18
10532,11742,Байкал Сервис,1014,Аккумулятор 75Ah,20,285.73,5714.51,2025-01-03
10533,11743,ПЭК,1020,Лампы H7,5,232.19,1160.96,2025-12-04
10534,11744,Байкал Сервис,1008,Ремень ГРМ,10,315.13,3151.35,2025-08-01
10535,11745,Байкал Сервис,1005,Свечи зажигания,1,243.5,243.5,2025-08-14
10536,11746,СДЭК,1008,Ремень ГРМ,3,240.16,720.49,2025-08-07
10537,11747,СДЭК,1004,Воздушный фильтр,14,288.25,4035.46,2025-10-17
10538,11748,СДЭК,1017,Тормозная жидкость DOT-4,5,294.36,1471.8,2025-11-10
10539,11749,ПЭК,1014,Аккумулятор 75Ah,4,258.1,1032.39,2025-03-20
10540,11750,СДЭК,1015,Моторное масло 5W-40,10,233.55,2335.52,2025-12-19
10541,11753,ПЭК,1018,Щётки стеклоочистителя,15,262.34,3935.08,2025-05-21
10542,11754,Байкал Сервис,1011,Генератор,19,301.91,5736.29,2025-09-09
10543,11755,Деловые линии,1010,Радиатор охлаждения,1,382.78,382.78,2025-10-24
10544,11756,Деловые линии,1007,Амортизатор задний,2,347.42,694.84,2025-09-22
10545,11757,Деловые линии,1005,Свечи зажигания,16,381.76,6108.23,2025-03-28
10546,11759,Почта России,1017,Тормозная жидкость DOT-4,15,185.21,2778.09,2025-04-23
10547,11761,Байкал Сервис,1011,Генератор,11,312.93,3442.2,2025-02-23
10548,11762,Деловые линии,1011,Генератор,4,309.8,1239.22,2025-05-20
10549,11763,ПЭК,1006,Амортизатор передний,3,334.6,1003.79,2025-05-16
10550,11764,ПЭК,1018,Щётки стеклоочистителя,8,319.9,2559.21,2025-08-25
10551,11765,Почта России,1016,Антифриз G12,3,146.98,440.94,2025-07-18
10552,11766,Байкал Сервис,1015,Моторное масло 5W-40,4,264.78,1059.14,2025-04-17
10553,11767,СДЭК,1003,Масляный фильтр,3,201.13,603.38,2025-06-11
10554,11768,ПЭК,1009,Помпа водяная,7,285.04,1995.25,2025-12-24
10555,11769,Почта России,1020,Лампы H7,18,198.2,3567.51,2025-12-03
10556,11770,Байкал Сервис,1005,Свечи зажигания,12,240.2,2882.36,2025-02-08
10557,11771,СДЭК,1010,Радиатор охлаждения,16,206.24,3299.85,2025-08-12
10558,11772,Деловые линии,1011,Генератор,5,261.43,1307.13,2025-10-17
10559,11773,Почта России,1002,Тормозные колодки задние,4,212.65,850.58,2025-08-25
10560,11774,Байкал Сервис,1015,Моторное масло 5W-40,19,274.61,5217.59,2025-02-08
10561,11775,СДЭК,1012,Стартер,16,283.83,4541.35,2025-01-05
10562,11777,Байкал Сервис,1009,Помпа водяная,15,251.79,3776.9,2025-06-08
10563,11778,СДЭК,1015,Моторное масло 5W-40,20,207.38,4147.67,2025-08-15
10564,11779,Почта России,1012,Стартер,16,186.95,2991.28,2025-02-12
10565,11780,ПЭК,1001,Тормозные колодки передние,14,329.17,4608.45,2025-04-07
10566,11781,Деловые линии,1019,Лампы H4,2,297.97,595.94,2025-11-06
10567,11782,Байкал Сервис,1014,Аккумулятор 75Ah,7,227.49,1592.41,2025-08-30
10568,11783,Почта России,1012,Стартер,11,215.96,2375.53,2025-09-24
10569,11784,ПЭК,1005,Свечи зажигания,11,282.12,3103.33,2025-04-23
10570,11785,Деловые линии,1011,Генератор,5,365.92,1829.59,2025-03-13
10571,11786,Деловые линии,1008,Ремень ГРМ,2,353.73,707.46,2025-09-01
10572,11787,Почта России,1014,Аккумулятор 75Ah,4,152.45,609.78,2025-06-23
10573,11788,Почта России,1002,Тормозные колодки задние,16,182.55,2920.8,2025-07-26
10574,11789,Деловые линии,1012,Стартер,9,296.56,2669.08,2025-02-19
10575,11790,Почта России,1007,Амортизатор задний,2,181.9,363.81,2025-12-15
10576,11792,СДЭК,1001,Тормозные колодки передние,9,246.57,2219.09,2025-06-10
10577,11793,Почта России,1014,Аккумулятор 75Ah,9,186.96,1682.63,2025-05-26
10578,11794,Почта России,1011,Генератор,5,203.5,1017.49,2025-03-03
